['7.97', '54.677975', '25.263493', '-40.39', '76.48', '-16.93', '26.62', '34.31', '992.16', '2974']
['7.97', '54.678001', '25.263521', '-40.45', '76.48', '-16.91', '26.66', '34.43', '992.23', '3137']
['7.97', '54.678001', '25.263521', '-40.45', '76.48', '-16.91', '26.66', '34.43', '992.23', '3137']
['7.97', '54.678005', '25.263521', '-40.45', '76.48', '-16.91', '26.66', '34.43', '992.23', '3138']
['7.97', '54.678005', '25.263519', '-40.45', '76.48', '-16.91', '26.62', '34.47', '992.17', '3139']
['7.97', '54.678005', '25.263519', '-40.45', '76.48', '-16.91', '26.62', '34.47', '992.17', '3139']
['7.97', '54.678005', '25.263519', '-40.45', '76.48', '-16.91', '26.62', '34.47', '992.17', '3140']
['7.97', '54.678005', '25.263519', '-40.45', '76.48', '-16.91', '26.62', '34.47', '992.17', '3140']
['7.97', '54.678005', '25.263519', '-40.45', '76.48', '-16.91', '26.62', '34.47', '992.17', '3141']
['7.97', '54.678005', '25.263519', '-40.45', '76.48', '-16.91', '26.66', '34.41', '992.24', '3142']
['7.97', '54.678005', '25.263519', '-40.45', '76.48', '-16.91', '26.66', '34.41', '992.24', '3142']
['7.97', '54.678005', '25.263519', '-40.45', '76.48', '-16.91', '26.66', '34.41', '992.24', '3142']
['7.97', '54.678005', '25.263517', '-40.45', '76.48', '-16.91', '26.22', '34.46', '991.81', '3144']
['7.97', '54.678005', '25.263517', '-40.45', '76.48', '-16.91', '26.22', '34.46', '991.81', '3144']
['7.97', '54.678005', '25.263517', '-40.45', '76.48', '-16.91', '26.22', '34.46', '991.81', '3145']
['7.97', '54.678005', '25.263517', '-40.45', '76.48', '-16.91', '26.22', '34.46', '991.81', '3145']
['7.97', '54.678001', '25.263517', '-40.45', '76.48', '-16.91', '26.22', '34.46', '991.81', '3146']
['7.97', '54.678005', '25.263517', '-40.45', '76.48', '-16.91', '26.66', '34.46', '992.23', '3147']
['7.97', '54.678005', '25.263517', '-40.45', '76.48', '-16.91', '26.66', '34.46', '992.23', '3147']
['7.97', '54.678005', '25.263515', '-40.45', '76.48', '-16.91', '26.66', '34.46', '992.23', '3148']
['7.97', '54.678005', '25.263515', '-40.45', '76.48', '-16.91', '26.62', '34.39', '992.14', '3149']
['7.97', '54.678005', '25.263515', '-40.45', '76.48', '-16.91', '26.62', '34.39', '992.14', '3149']
['7.97', '54.678005', '25.263515', '-40.45', '76.48', '-16.91', '26.62', '34.39', '992.14', '3150']
['7.97', '54.678005', '25.263515', '-40.45', '76.48', '-16.91', '26.62', '34.39', '992.14', '3151']
['7.97', '54.678005', '25.263515', '-40.45', '76.48', '-16.91', '26.62', '34.39', '992.14', '3151']
['7.97', '54.678005', '25.263515', '-40.45', '76.48', '-16.91', '26.61', '34.44', '992.11', '3152']
['7.97', '54.678005', '25.263510', '-40.45', '76.48', '-16.91', '26.61', '34.44', '992.11', '3153']
['7.97', '54.678005', '25.263510', '-40.45', '76.48', '-16.91', '26.61', '34.44', '992.11', '3153']
['7.97', '54.678005', '25.263510', '-40.45', '76.48', '-16.91', '26.61', '34.44', '992.11', '3154']
['7.97', '54.678005', '25.263510', '-40.45', '76.48', '-16.91', '26.61', '34.44', '992.11', '3154']
['7.97', '54.678005', '25.263508', '-40.45', '76.48', '-16.91', '26.66', '34.45', '992.22', '3155']
['7.97', '54.678005', '25.263506', '-40.45', '76.48', '-16.91', '26.66', '34.45', '992.22', '3156']
['7.97', '54.678005', '25.263506', '-40.45', '76.48', '-16.91', '26.66', '34.45', '992.22', '3156']
['7.97', '54.678005', '25.263506', '-40.45', '76.48', '-16.91', '26.17', '34.45', '991.51', '3157']
['7.97', '54.678005', '25.263506', '-40.45', '76.48', '-16.91', '26.17', '34.45', '991.51', '3158']
['7.97', '54.678005', '25.263506', '-40.45', '76.48', '-16.91', '26.17', '34.45', '991.51', '3158']
['7.97', '54.678009', '25.263504', '-40.45', '76.48', '-16.91', '26.17', '34.45', '991.51', '3159']
['7.97', '54.678009', '25.263504', '-40.45', '76.48', '-16.91', '26.17', '34.45', '991.51', '3159']
['7.97', '54.678009', '25.263504', '-40.45', '76.48', '-16.91', '26.66', '34.44', '992.20', '3160']
['7.97', '54.678009', '25.263504', '-40.45', '76.48', '-16.91', '26.66', '34.44', '992.20', '3161']
['7.97', '54.678009', '25.263504', '-40.45', '76.48', '-16.91', '26.66', '34.44', '992.20', '3161']
['7.97', '54.678009', '25.263504', '-40.45', '76.48', '-16.91', '26.56', '34.46', '992.09', '3162']
['7.97', '54.678009', '25.263504', '-40.45', '76.48', '-16.91', '26.56', '34.46', '992.09', '3162']
['7.97', '54.678009', '25.263504', '-40.45', '76.48', '-16.91', '26.56', '34.46', '992.09', '3163']
['7.97', '54.678009', '25.263498', '-40.45', '76.48', '-16.91', '26.56', '34.46', '992.09', '3164']
['7.97', '54.678009', '25.263498', '-40.45', '76.48', '-16.91', '26.56', '34.46', '992.09', '3164']
['7.97', '54.678009', '25.263496', '-40.45', '76.48', '-16.91', '26.66', '34.44', '992.22', '3165']
['7.97', '54.678009', '25.263496', '-40.45', '76.48', '-16.91', '26.66', '34.44', '992.22', '3166']
['7.97', '54.678009', '25.263496', '-40.45', '76.48', '-16.91', '26.66', '34.44', '992.22', '3166']
['7.97', '54.678009', '25.263496', '-40.45', '76.48', '-16.91', '26.66', '34.44', '992.22', '3167']
['7.97', '54.678009', '25.263496', '-40.45', '76.48', '-16.91', '26.66', '34.48', '992.22', '3168']
['7.97', '54.678009', '25.263496', '-40.45', '76.48', '-16.91', '26.66', '34.48', '992.22', '3168']
['7.97', '54.678009', '25.263496', '-40.45', '76.48', '-16.91', '26.66', '34.48', '992.22', '3169']
['7.97', '54.678009', '25.263496', '-40.45', '76.48', '-16.91', '26.21', '34.44', '991.56', '3170']
['7.97', '54.678009', '25.263496', '-40.45', '76.48', '-16.91', '26.21', '34.44', '991.56', '3170']
['7.97', '54.678009', '25.263496', '-40.45', '76.48', '-16.91', '26.21', '34.44', '991.56', '3171']
['7.97', '54.678009', '25.263496', '-40.45', '76.48', '-16.91', '26.21', '34.44', '991.56', '3171']
['7.97', '54.678009', '25.263496', '-40.45', '76.48', '-16.91', '26.21', '34.44', '991.56', '3172']
['7.97', '54.678009', '25.263494', '-40.45', '76.48', '-16.88', '26.66', '34.44', '992.20', '3173']
['7.97', '54.678009', '25.263494', '-40.45', '76.48', '-16.88', '26.66', '34.44', '992.20', '3173']
['7.97', '54.678013', '25.263491', '-40.45', '76.48', '-16.88', '26.66', '34.44', '992.20', '3174']
['7.97', '54.678013', '25.263491', '-40.45', '76.48', '-16.88', '26.66', '34.44', '992.20', '3174']
['7.97', '54.678013', '25.263489', '-40.44', '76.48', '-16.85', '26.56', '34.45', '992.07', '3175']
['7.97', '54.678013', '25.263489', '-40.44', '76.48', '-16.85', '26.56', '34.45', '992.07', '3176']
['7.97', '54.678013', '25.263489', '-40.44', '76.48', '-16.85', '26.56', '34.45', '992.07', '3176']
['7.97', '54.678013', '25.263487', '-40.44', '76.48', '-16.85', '26.56', '34.45', '992.07', '3177']
['7.97', '54.678013', '25.263487', '-40.42', '76.48', '-16.87', '26.66', '34.45', '992.24', '3178']
['7.97', '54.678013', '25.263487', '-40.42', '76.48', '-16.87', '26.66', '34.45', '992.24', '3178']
['7.97', '54.678013', '25.263487', '-40.42', '76.48', '-16.87', '26.66', '34.45', '992.24', '3179']
['7.97', '54.678013', '25.263487', '-40.42', '76.48', '-16.87', '26.66', '34.45', '992.24', '3179']
['7.97', '54.678013', '25.263487', '-40.42', '76.48', '-16.87', '26.66', '34.45', '992.24', '3180']
['7.97', '54.678013', '25.263487', '-40.45', '76.48', '-16.87', '26.66', '34.48', '992.21', '3181']
['7.97', '54.678013', '25.263487', '-40.45', '76.48', '-16.87', '26.66', '34.48', '992.21', '3181']
['7.97', '54.678017', '25.263477', '-40.45', '76.48', '-16.87', '26.66', '34.48', '992.21', '3182']
['7.97', '54.678017', '25.263474', '-40.45', '76.48', '-16.87', '26.62', '34.46', '992.24', '3183']
['7.97', '54.678017', '25.263474', '-40.45', '76.48', '-16.87', '26.62', '34.46', '992.24', '3183']
['7.97', '54.678017', '25.263474', '-40.45', '76.48', '-16.87', '26.62', '34.46', '992.24', '3184']
['7.97', '54.678017', '25.263472', '-40.45', '76.48', '-16.87', '26.62', '34.46', '992.24', '3185']
['7.97', '54.678017', '25.263472', '-40.45', '76.48', '-16.87', '26.62', '34.46', '992.24', '3185']
['7.97', '54.678020', '25.263470', '-40.45', '76.48', '-16.87', '26.62', '34.47', '992.16', '3186']
['7.97', '54.678020', '25.263468', '-40.45', '76.48', '-16.87', '26.62', '34.47', '992.16', '3187']
['7.97', '54.678020', '25.263468', '-40.45', '76.48', '-16.87', '26.62', '34.47', '992.16', '3187']
['7.97', '54.678020', '25.263468', '-40.45', '76.48', '-16.87', '26.57', '34.48', '992.06', '3188']
['7.97', '54.678020', '25.263468', '-40.45', '76.48', '-16.87', '26.57', '34.48', '992.06', '3188']
['7.97', '54.678020', '25.263468', '-40.45', '76.48', '-16.87', '26.57', '34.48', '992.06', '3189']
['7.97', '54.678020', '25.263468', '-40.45', '76.48', '-16.87', '26.57', '34.48', '992.06', '3189']
['7.97', '54.678020', '25.263468', '-40.45', '76.48', '-16.87', '26.57', '34.48', '992.06', '3190']
['7.97', '54.678024', '25.263462', '-40.45', '76.48', '-16.87', '26.67', '34.49', '992.21', '3191']
['7.97', '54.678024', '25.263462', '-40.45', '76.48', '-16.87', '26.67', '34.49', '992.21', '3191']
['7.97', '54.678024', '25.263462', '-40.45', '76.48', '-16.87', '26.67', '34.49', '992.21', '3192']
['7.97', '54.678024', '25.263462', '-40.45', '76.48', '-16.87', '26.67', '34.49', '992.21', '3193']
['7.97', '54.678024', '25.263462', '-40.45', '76.48', '-16.87', '26.67', '34.49', '992.21', '3193']
['7.97', '54.678028', '25.263460', '-40.45', '76.48', '-25.67', '26.67', '34.49', '992.21', '3194']
['7.97', '54.678028', '25.263458', '-40.45', '76.48', '-25.67', '26.67', '34.49', '992.21', '3195']
['7.97', '54.678028', '25.263458', '-40.45', '76.48', '-25.67', '26.67', '34.49', '992.21', '3195']
['7.97', '54.678028', '25.263458', '-52.44', '76.27', '-29.44', '26.60', '34.48', '992.18', '3196']
['7.97', '54.678028', '25.263458', '-52.44', '76.27', '-29.44', '26.60', '34.48', '992.18', '3197']
['7.97', '54.678028', '25.263458', '-52.44', '76.27', '-29.44', '26.60', '34.48', '992.18', '3197']
['7.97', '54.678028', '25.263458', '-52.44', '76.27', '-29.44', '26.60', '34.48', '992.18', '3198']
['7.97', '54.678028', '25.263458', '-52.44', '76.27', '-29.44', '26.60', '34.48', '992.18', '3198']
['7.97', '54.678028', '25.263458', '-50.32', '39.11', '-24.71', '26.64', '34.76', '992.22', '3199']
['7.97', '54.678028', '25.263458', '-50.32', '39.11', '-24.71', '26.64', '34.76', '992.22', '3200']
['7.97', '54.678028', '25.263458', '-50.32', '39.11', '-24.71', '26.64', '34.76', '992.22', '3200']
['7.97', '54.678032', '25.263454', '-34.97', '24.02', '-24.81', '26.58', '34.99', '992.07', '3201']
['2.66', '54.678032', '25.263454', '-34.97', '24.02', '-24.81', '26.58', '34.99', '992.07', '3202']
['2.66', '54.678032', '25.263454', '-34.97', '24.02', '-24.81', '26.58', '34.99', '992.07', '3202']
['2.66', '54.678032', '25.263453', '-34.97', '24.02', '-24.81', '26.58', '34.99', '992.07', '3203']
['2.66', '54.678032', '25.263453', '-35.76', '23.60', '-25.38', '26.67', '35.07', '992.22', '3204']
['2.66', '54.678032', '25.263453', '-35.76', '23.60', '-25.38', '26.67', '35.07', '992.22', '3204']
['2.66', '54.678032', '25.263451', '-35.76', '23.60', '-25.38', '26.67', '35.07', '992.22', '3205']
['2.66', '54.678032', '25.263451', '-35.76', '23.60', '-25.38', '26.67', '35.07', '992.22', '3205']
['2.66', '54.678032', '25.263451', '-35.76', '23.60', '-25.38', '26.67', '35.07', '992.22', '3206']
['2.66', '54.678032', '25.263453', '-36.57', '23.64', '-25.75', '26.64', '35.15', '992.16', '3207']
['2.66', '54.678032', '25.263453', '-36.57', '23.64', '-25.75', '26.64', '35.15', '992.16', '3207']
['2.66', '54.678032', '25.263453', '-36.57', '23.64', '-25.75', '26.64', '35.15', '992.16', '3208']
['2.66', '54.678032', '25.263453', '-36.78', '25.44', '-2.37', '26.63', '35.26', '992.23', '3209']
['2.66', '54.678032', '25.263453', '-36.78', '25.44', '-2.37', '26.63', '35.26', '992.23', '3209']
['2.66', '54.678032', '25.263453', '-36.78', '25.44', '-2.37', '26.63', '35.26', '992.23', '3210']
['2.66', '54.678032', '25.263451', '-36.78', '25.44', '-2.37', '26.63', '35.26', '992.23', '3211']
['2.66', '54.678032', '25.263451', '-36.78', '25.44', '-2.37', '26.63', '35.26', '992.23', '3211']
['2.66', '54.678032', '25.263451', '-29.93', '70.49', '91.40', '26.67', '35.55', '992.26', '3212']
['2.66', '54.678032', '25.263451', '-29.93', '70.49', '91.40', '26.67', '35.55', '992.26', '3213']
['2.66', '54.678032', '25.263451', '-29.93', '70.49', '91.40', '26.67', '35.55', '992.26', '3213']
['2.66', '54.678032', '25.263451', '55.31', '65.51', '111.48', '26.60', '35.67', '992.09', '3214']
['2.66', '54.678032', '25.263451', '55.31', '65.51', '111.48', '26.60', '35.67', '992.09', '3214']
['2.66', '54.678032', '25.263451', '55.31', '65.51', '111.48', '26.60', '35.67', '992.09', '3215']
['2.66', '54.678032', '25.263451', '55.31', '65.51', '111.48', '26.60', '35.67', '992.09', '3216']
['2.66', '54.678032', '25.263451', '55.31', '65.51', '111.48', '26.60', '35.67', '992.09', '3216']
['2.66', '54.678032', '25.263451', '63.47', '52.27', '108.05', '26.67', '35.76', '992.21', '3217']
['2.66', '54.678032', '25.263451', '63.47', '52.27', '108.05', '26.67', '35.76', '992.21', '3218']
['2.66', '54.678032', '25.263451', '63.47', '52.27', '108.05', '26.67', '35.76', '992.21', '3218']
['2.66', '54.678032', '25.263451', '63.47', '52.27', '108.05', '26.67', '35.76', '992.21', '3219']
['2.66', '54.678032', '25.263451', '63.47', '52.27', '108.05', '26.67', '35.76', '992.21', '3219']
['2.66', '54.678032', '25.263451', '63.34', '54.70', '107.01', '26.64', '35.76', '992.16', '3220']
['2.66', '54.678032', '25.263451', '63.34', '54.70', '107.01', '26.64', '35.76', '992.16', '3221']
['2.66', '54.678032', '25.263451', '63.34', '54.70', '107.01', '26.64', '35.76', '992.16', '3221']
['2.66', '54.678032', '25.263451', '62.88', '55.67', '107.54', '26.64', '35.69', '992.21', '3222']
['2.66', '54.678032', '25.263451', '62.88', '55.67', '107.54', '26.64', '35.69', '992.21', '3223']
['2.66', '54.678032', '25.263451', '62.88', '55.67', '107.54', '26.64', '35.69', '992.21', '3223']
['2.66', '54.678032', '25.263451', '62.88', '55.67', '107.54', '26.64', '35.69', '992.21', '3224']
['2.66', '54.678032', '25.263451', '63.66', '56.31', '107.95', '26.68', '35.58', '992.25', '3225']
['2.66', '54.678032', '25.263451', '63.66', '56.31', '107.95', '26.68', '35.58', '992.25', '3225']
['2.66', '54.678032', '25.263451', '63.66', '56.31', '107.95', '26.68', '35.58', '992.25', '3226']
['2.66', '54.678032', '25.263451', '63.66', '56.31', '107.95', '26.68', '35.58', '992.25', '3226']
['2.66', '54.678032', '25.263451', '64.52', '57.74', '-84.05', '26.44', '35.54', '991.86', '3227']
['2.66', '54.678032', '25.263451', '64.52', '57.74', '-84.05', '26.44', '35.54', '991.86', '3228']
['2.66', '54.678032', '25.263451', '64.52', '57.74', '-84.05', '26.44', '35.54', '991.86', '3228']
['2.66', '54.678032', '25.263451', '64.52', '57.74', '-84.05', '26.44', '35.54', '991.86', '3229']
['2.66', '54.678032', '25.263451', '-112.35', '80.56', '-124.21', '26.67', '35.58', '991.78', '3230']
['2.66', '54.678032', '25.263451', '-112.35', '80.56', '-124.21', '26.67', '35.58', '991.78', '3230']
['2.66', '54.678032', '25.263451', '-112.35', '80.56', '-124.21', '26.67', '35.58', '991.78', '3231']
['2.66', '54.678032', '25.263451', '-112.35', '80.56', '-124.21', '26.67', '35.58', '991.78', '3231']
['2.66', '54.678032', '25.263451', '-146.51', '74.76', '-127.04', '26.61', '35.49', '992.13', '3232']
['2.66', '54.678032', '25.263451', '-146.51', '74.76', '-127.04', '26.61', '35.49', '992.13', '3233']
['2.66', '54.678032', '25.263451', '-146.51', '74.76', '-127.04', '26.61', '35.49', '992.13', '3233']
['2.66', '54.678032', '25.263453', '-146.51', '74.76', '-127.04', '26.61', '35.49', '992.13', '3234']
['2.66', '54.678032', '25.263453', '-146.51', '74.76', '-127.04', '26.61', '35.49', '992.13', '3234']
['2.66', '54.678032', '25.263453', '-151.31', '79.82', '-126.39', '26.66', '35.48', '992.22', '3235']
['2.66', '54.678032', '25.263453', '-151.31', '79.82', '-126.39', '26.66', '35.48', '992.22', '3236']
['2.66', '54.678032', '25.263453', '-151.31', '79.82', '-126.39', '26.66', '35.48', '992.22', '3236']
['2.66', '54.678032', '25.263453', '-151.31', '79.82', '-126.39', '26.66', '35.48', '992.22', '3237']
['2.66', '54.678032', '25.263453', '-150.10', '79.90', '-126.45', '26.67', '35.49', '992.20', '3238']
['2.66', '54.678032', '25.263453', '-150.10', '79.90', '-126.45', '26.67', '35.49', '992.20', '3238']
['2.66', '54.678032', '25.263453', '-150.10', '79.90', '-126.45', '26.67', '35.49', '992.20', '3239']
['2.66', '54.678032', '25.263453', '-150.21', '79.95', '-126.51', '26.59', '35.47', '992.17', '3240']
['2.66', '54.678032', '25.263453', '-150.21', '79.95', '-126.51', '26.59', '35.47', '992.17', '3240']
['2.66', '54.678032', '25.263453', '-150.21', '79.95', '-126.51', '26.59', '35.47', '992.17', '3241']
['2.66', '54.678032', '25.263453', '-150.21', '79.95', '-126.51', '26.59', '35.47', '992.17', '3242']
['2.66', '54.678032', '25.263453', '-150.21', '79.95', '-126.51', '26.59', '35.47', '992.17', '3242']
['2.66', '54.678032', '25.263453', '-150.27', '79.96', '-126.44', '26.63', '35.43', '992.26', '3243']
['2.66', '54.678032', '25.263453', '-150.27', '79.96', '-126.44', '26.63', '35.43', '992.26', '3243']
['2.66', '54.678032', '25.263453', '-150.27', '79.96', '-126.44', '26.63', '35.43', '992.26', '3244']
['2.66', '54.678032', '25.263453', '-150.23', '79.95', '-126.48', '26.68', '35.40', '992.21', '3245']
['2.66', '54.678032', '25.263453', '-150.23', '79.95', '-126.48', '26.68', '35.40', '992.21', '3245']
['2.66', '54.678032', '25.263453', '-150.23', '79.95', '-126.48', '26.68', '35.40', '992.21', '3246']
['2.66', '54.678032', '25.263453', '-150.23', '79.95', '-126.48', '26.68', '35.40', '992.21', '3247']
['2.66', '54.678032', '25.263453', '-150.23', '79.95', '-126.48', '26.68', '35.40', '992.21', '3247']
['2.66', '54.678036', '25.263453', '-150.28', '79.96', '-126.48', '26.63', '35.38', '992.15', '3248']
['2.66', '54.678036', '25.263453', '-150.28', '79.96', '-126.48', '26.63', '35.38', '992.15', '3249']
['2.66', '54.678036', '25.263453', '-150.28', '79.96', '-126.48', '26.63', '35.38', '992.15', '3249']
['2.66', '54.678036', '25.263453', '-150.28', '79.96', '-126.48', '26.63', '35.38', '992.15', '3250']
['2.66', '54.678036', '25.263453', '-150.28', '79.96', '-126.48', '26.63', '35.38', '992.15', '3250']
['2.66', '54.678036', '25.263453', '-150.28', '79.96', '-126.48', '26.68', '35.33', '992.21', '3251']
['2.66', '54.678036', '25.263453', '-150.28', '79.96', '-126.48', '26.68', '35.33', '992.21', '3252']
['2.66', '54.678036', '25.263453', '-150.28', '79.96', '-126.48', '26.68', '35.33', '992.21', '3252']
['2.66', '54.678036', '25.263453', '-150.28', '79.96', '-126.48', '26.68', '35.31', '992.30', '3253']
['2.66', '54.678036', '25.263453', '-150.28', '79.96', '-126.48', '26.68', '35.31', '992.30', '3254']
['2.66', '54.678036', '25.263453', '-150.28', '79.96', '-126.48', '26.68', '35.31', '992.30', '3254']
['2.66', '54.678036', '25.263451', '-150.28', '79.96', '-126.48', '26.68', '35.31', '992.30', '3255']
['2.66', '54.678036', '25.263451', '-150.28', '79.96', '-126.48', '26.64', '35.26', '992.17', '3256']
['2.66', '54.678036', '25.263451', '-150.28', '79.96', '-126.48', '26.64', '35.26', '992.17', '3256']
['2.66', '54.678036', '25.263451', '-150.28', '79.96', '-126.48', '26.64', '35.26', '992.17', '3257']
['2.66', '54.678036', '25.263451', '-150.28', '79.96', '-126.48', '26.64', '35.26', '992.17', '3257']
['2.66', '54.678036', '25.263451', '-150.28', '79.96', '-126.48', '26.27', '35.27', '991.65', '3258']
['2.66', '54.678036', '25.263451', '-150.28', '79.96', '-126.48', '26.27', '35.27', '991.65', '3259']
['2.66', '54.678036', '25.263451', '-150.28', '79.96', '-126.48', '26.27', '35.27', '991.65', '3259']
['2.66', '54.678036', '25.263451', '-150.28', '79.96', '-126.48', '26.27', '35.27', '991.65', '3260']
['2.66', '54.678036', '25.263451', '-150.28', '79.96', '-126.48', '26.68', '35.25', '992.22', '3261']
['2.66', '54.678036', '25.263451', '-150.28', '79.96', '-126.48', '26.68', '35.25', '992.22', '3261']
['2.66', '54.678036', '25.263451', '-150.28', '79.96', '-126.48', '26.68', '35.25', '992.22', '3262']
['2.66', '54.678036', '25.263451', '-150.28', '79.96', '-126.48', '26.68', '35.25', '992.22', '3262']
['2.66', '54.678036', '25.263449', '-150.26', '79.97', '-126.54', '26.63', '35.21', '992.16', '3263']
['2.66', '54.678036', '25.263449', '-150.26', '79.97', '-126.54', '26.63', '35.21', '992.16', '3264']
['2.66', '54.678036', '25.263449', '-150.26', '79.97', '-126.54', '26.63', '35.21', '992.16', '3264']
['2.66', '54.678036', '25.263449', '-150.26', '79.97', '-126.54', '26.63', '35.21', '992.16', '3265']
['2.66', '54.678036', '25.263449', '-150.26', '79.97', '-126.54', '26.63', '35.21', '992.16', '3265']
['2.66', '54.678036', '25.263449', '-150.36', '79.99', '-126.54', '26.67', '35.17', '992.19', '3266']
['2.66', '54.678036', '25.263449', '-150.36', '79.99', '-126.54', '26.67', '35.17', '992.19', '3267']
['2.66', '54.678036', '25.263449', '-150.36', '79.99', '-126.54', '26.67', '35.17', '992.19', '3267']
['2.66', '54.678036', '25.263449', '-150.34', '79.99', '-126.51', '26.63', '35.09', '992.15', '3268']
['2.66', '54.678036', '25.263449', '-150.34', '79.99', '-126.51', '26.63', '35.09', '992.15', '3269']
['2.66', '54.678036', '25.263449', '-150.34', '79.99', '-126.51', '26.63', '35.09', '992.15', '3269']
['2.66', '54.678040', '25.263447', '-150.34', '79.99', '-126.51', '26.63', '35.09', '992.15', '3270']
['2.66', '54.678040', '25.263447', '-150.34', '79.99', '-126.51', '26.63', '35.09', '992.15', '3270']
['2.66', '54.678040', '25.263447', '-150.34', '79.99', '-126.51', '26.67', '35.06', '992.23', '3271']
['2.66', '54.678040', '25.263447', '-150.34', '79.99', '-126.51', '26.67', '35.06', '992.23', '3272']
['2.66', '54.678040', '25.263447', '-150.34', '79.99', '-126.51', '26.67', '35.06', '992.23', '3272']
['2.66', '54.678040', '25.263447', '-150.34', '79.99', '-126.51', '26.26', '35.02', '991.61', '3273']
['2.66', '54.678040', '25.263447', '-150.34', '79.99', '-126.51', '26.26', '35.02', '991.61', '3273']
['2.66', '54.678040', '25.263445', '-150.34', '79.99', '-126.51', '26.26', '35.02', '991.61', '3275']
['2.66', '54.678040', '25.263445', '-150.34', '79.99', '-126.51', '26.26', '35.02', '991.61', '3275']
['2.66', '54.678040', '25.263445', '-150.34', '79.99', '-126.51', '26.59', '34.96', '992.15', '3276']
['2.66', '54.678043', '25.263445', '-150.34', '79.99', '-126.51', '26.59', '34.96', '992.15', '3277']
['2.66', '54.678043', '25.263445', '-150.34', '79.99', '-126.51', '26.59', '34.96', '992.15', '3277']
['2.66', '54.678043', '25.263443', '-150.34', '79.99', '-126.51', '26.63', '34.97', '992.17', '3278']
['2.66', '54.678043', '25.263443', '-150.34', '79.99', '-126.51', '26.63', '34.97', '992.17', '3279']
['2.66', '54.678043', '25.263443', '-150.34', '79.99', '-126.51', '26.63', '34.97', '992.17', '3279']
['2.66', '54.678043', '25.263443', '-150.34', '79.99', '-126.51', '26.63', '34.97', '992.17', '3280']
['2.66', '54.678043', '25.263443', '-150.34', '79.99', '-126.51', '26.63', '34.97', '992.17', '3280']
['2.66', '54.678043', '25.263443', '-150.34', '79.99', '-126.51', '26.67', '34.95', '992.19', '3281']
['2.66', '54.678043', '25.263441', '-150.34', '79.99', '-126.51', '26.67', '34.95', '992.19', '3282']
['2.66', '54.678043', '25.263441', '-150.34', '79.99', '-126.51', '26.67', '34.95', '992.19', '3282']
['2.66', '54.678043', '25.263441', '-150.34', '79.99', '-126.51', '26.59', '34.94', '992.07', '3283']
['2.66', '54.678043', '25.263441', '-150.34', '79.99', '-126.51', '26.59', '34.94', '992.07', '3284']
['2.66', '54.678043', '25.263441', '-150.34', '79.99', '-126.51', '26.59', '34.94', '992.07', '3284']
['2.66', '54.678043', '25.263441', '-150.34', '79.99', '-126.51', '26.59', '34.94', '992.07', '3285']
['2.66', '54.678043', '25.263441', '-150.34', '79.99', '-126.51', '26.67', '34.94', '992.21', '3286']
['2.66', '54.678043', '25.263441', '-150.34', '79.99', '-126.51', '26.67', '34.94', '992.21', '3286']
['2.66', '54.678043', '25.263441', '-150.34', '79.99', '-126.51', '26.67', '34.94', '992.21', '3287']
['2.66', '54.678043', '25.263441', '-150.34', '79.99', '-126.51', '26.67', '34.94', '992.21', '3287']
['2.66', '54.678043', '25.263441', '-150.34', '79.99', '-126.51', '26.67', '35.05', '992.20', '3288']
['2.66', '54.678043', '25.263441', '-150.34', '79.99', '-126.51', '26.67', '35.05', '992.20', '3288']
['0.00', '54.678043', '25.263441', '-150.34', '79.99', '-126.51', '26.67', '35.05', '992.20', '3289']
['0.00', '54.678047', '25.263439', '-150.34', '79.99', '-126.51', '26.67', '35.05', '992.20', '3290']
['0.00', '54.678047', '25.263439', '-150.34', '79.99', '-126.51', '26.67', '35.05', '992.20', '3290']
['0.00', '54.678047', '25.263439', '-150.34', '79.99', '-126.51', '26.63', '34.90', '992.15', '3291']
['0.00', '54.678047', '25.263439', '-150.34', '79.99', '-126.51', '26.63', '34.90', '992.15', '3291']
['0.00', '54.678047', '25.263439', '-150.34', '79.99', '-126.51', '26.63', '34.90', '992.15', '3292']
['0.00', '54.678047', '25.263437', '-150.34', '79.99', '-126.51', '26.27', '34.89', '991.65', '3293']
['0.00', '54.678047', '25.263437', '-150.34', '79.99', '-126.51', '26.27', '34.89', '991.65', '3293']
['0.00', '54.678047', '25.263437', '-150.34', '79.99', '-126.51', '26.27', '34.89', '991.65', '3293']
['0.00', '54.678047', '25.263437', '-150.34', '79.99', '-126.51', '26.27', '34.89', '991.65', '3293']
['0.00', '54.678047', '25.263437', '-150.34', '79.99', '-126.51', '26.27', '34.89', '991.65', '3295']
['0.00', '54.678047', '25.263437', '-150.34', '79.99', '-126.51', '26.64', '34.86', '992.20', '3296']
['0.00', '54.678047', '25.263437', '-150.34', '79.99', '-126.51', '26.64', '34.86', '992.20', '3296']
['0.00', '54.678047', '25.263437', '-150.34', '79.99', '-126.51', '26.64', '34.86', '992.20', '3297']
['0.00', '54.678047', '25.263437', '-150.34', '79.99', '-126.51', '26.63', '34.87', '992.16', '3298']
['0.00', '54.678047', '25.263437', '-150.34', '79.99', '-126.51', '26.63', '34.87', '992.16', '3298']
['0.00', '54.678047', '25.263437', '-150.34', '79.99', '-126.51', '26.63', '34.87', '992.16', '3299']
['0.00', '54.678047', '25.263437', '-150.34', '79.99', '-126.51', '26.63', '34.87', '992.16', '3299']
